Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,Temp. Amb. Prom *,Días Tostador,delta_P,ciclo_operativo
08/06/2017,51.89,8.14,1.11,1.02,2.56,46389.67,10.28,28.27,2750.00,26088.40,598.00,934.18,891.54,1783.11,541.99,20.01,1.00,0.76,2.00
09/06/2017,52.43,7.92,1.11,1.05,2.44,46137.98,10.33,28.27,3375.00,25786.80,597.00,934.58,893.56,1818.17,541.11,21.87,1.00,35.06,2.00
10/06/2017,52.95,7.41,1.04,0.83,2.68,46520.24,10.54,28.27,3000.00,25937.60,589.00,924.66,897.67,1849.34,541.10,20.69,1.00,31.17,2.00
11/06/2017,53.70,7.42,1.01,0.81,2.42,46156.40,10.41,28.25,2500.00,26013.00,589.00,934.38,897.18,1835.14,541.10,23.51,1.00,-14.20,2.00
12/06/2017,53.27,7.78,0.88,0.85,1.80,46425.06,10.38,28.52,2793.61,26013.00,598.00,939.34,895.63,1825.12,546.02,22.93,1.00,-10.02,2.00
13/06/2017,52.69,8.51,0.91,0.71,2.00,46284.59,10.34,28.70,2713.99,25862.20,608.00,952.04,896.53,1824.11,547.47,21.69,1.00,-1.02,2.00
14/06/2017,52.83,8.50,0.86,0.74,2.00,46274.62,10.25,28.67,2833.33,25786.80,614.00,960.82,893.91,1797.33,548.32,20.56,1.00,-26.77,2.00
15/06/2017,52.32,8.91,0.89,0.66,2.14,46344.27,10.22,29.13,2708.33,25937.60,624.00,966.97,894.12,1800.64,557.12,21.43,1.00,3.30,2.00
16/06/2017,51.37,8.75,0.89,0.59,1.92,46187.84,10.49,29.15,3333.33,25711.40,626.00,962.88,895.64,1812.36,555.88,23.06,1.00,11.73,2.00
17/06/2017,52.12,8.87,1.00,0.63,2.16,46347.90,10.38,29.27,3250.00,26163.80,626.00,970.68,898.41,1821.31,558.88,23.88,1.00,8.94,2.00
18/06/2017,51.61,8.78,1.04,0.64,2.04,46196.65,10.31,29.27,2791.67,25786.80,612.00,967.52,898.31,1845.08,561.47,23.00,1.00,23.77,2.00
19/06/2017,51.88,8.69,0.91,0.68,1.74,46377.06,10.21,29.27,2958.33,25937.60,615.00,960.91,897.04,1842.47,561.11,22.11,1.00,-2.61,2.00
20/06/2017,53.24,8.60,0.88,0.66,1.84,46180.51,10.09,29.14,1626.13,25937.60,610.00,967.01,894.28,1852.62,559.71,21.43,1.00,10.16,2.00
21/06/2017,51.56,8.47,0.84,0.74,1.60,46348.66,10.26,29.27,2458.33,25862.20,614.00,975.18,893.20,1827.17,560.79,23.08,1.00,-25.45,2.00
22/06/2017,52.19,8.55,0.86,0.59,2.32,46276.75,10.04,29.27,2125.00,25937.60,608.00,956.84,893.70,1826.29,563.47,24.77,1.00,-0.89,2.00
23/06/2017,52.07,8.32,0.94,0.79,2.46,46278.03,10.15,29.27,3166.67,26088.40,610.00,944.11,899.37,1774.06,562.23,21.58,1.00,-52.22,2.00
24/06/2017,52.42,8.27,0.92,0.83,2.32,46309.99,10.25,29.54,1995.75,25786.80,600.00,947.77,892.18,1758.50,556.44,20.00,0.98,-15.57,2.00
25/06/2017,51.94,8.08,0.99,0.87,2.22,46367.37,10.05,29.25,2168.17,25937.60,608.00,951.34,892.61,1742.45,562.33,17.62,1.00,-16.05,2.00
26/06/2017,53.54,7.98,1.06,0.97,2.70,46267.76,10.18,29.65,3625.00,25937.60,639.00,937.39,896.73,1693.66,567.32,19.62,1.00,-48.79,2.00
27/06/2017,52.01,7.89,1.12,1.19,2.56,46280.81,10.18,29.65,3089.77,25786.80,605.00,939.70,894.09,1689.20,570.09,19.13,1.00,-4.46,2.00
28/06/2017,51.80,7.75,1.10,1.07,2.72,46419.86,10.23,29.67,3208.33,26013.00,612.00,925.83,893.84,1686.69,570.27,19.82,1.00,-2.51,2.00
29/06/2017,52.37,7.61,1.10,1.09,2.92,42308.89,9.90,30.36,3029.64,24731.20,400.00,915.00,892.79,1575.57,357.00,20.41,0.63,-111.11,2.00
30/06/2017,51.23,7.39,1.23,1.34,2.84,44459.45,10.15,29.95,4250.00,25937.60,640.00,921.62,896.06,1645.69,573.20,19.97,1.00,70.11,2.00
01/07/2017,53.59,7.13,1.01,0.89,2.38,43932.95,10.13,30.19,3305.08,26314.60,622.00,917.59,893.33,1649.09,570.31,18.25,0.98,3.41,2.00
02/07/2017,54.69,7.33,1.00,0.89,2.38,44851.81,10.29,30.04,3752.61,25862.20,627.00,915.08,893.67,1625.02,575.06,18.97,1.00,-24.07,2.00
03/07/2017,53.90,7.27,1.05,1.00,2.44,43589.23,10.32,30.16,3792.45,21413.60,481.00,917.99,894.78,1483.18,423.28,20.44,0.74,-141.84,2.00
04/07/2017,0.00,0.00,0.00,0.00,0.00,41069.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.58,0.00,0.00,3.00
05/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.56,0.00,0.00,3.00
06/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.29,0.00,0.00,3.00
07/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.01,0.00,0.00,3.00
08/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922.58,0.00,0.00,17.84,0.00,0.00,3.00
09/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.91,0.00,0.00,3.00
10/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALOR!,0.00,0.00,3.00
11/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALOR!,0.00,0.00,3.00
12/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALOR!,0.00,0.00,3.00
13/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALOR!,0.00,0.00,3.00
14/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALOR!,0.00,0.00,3.00
15/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.85,0.00,0.00,3.00
16/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.30,0.00,0.00,3.00
17/07/2017,0.00,0.00,0.00,0.00,0.00,49033.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.86,0.00,0.00,3.00
18/07/2017,0.00,0.00,0.00,0.00,0.00,48298.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,3.00
19/07/2017,0.00,0.00,0.00,0.00,0.00,48298.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,3.00
20/07/2017,0.00,0.00,0.00,0.00,0.00,48298.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,3.00
21/07/2017,0.00,0.00,0.00,0.00,0.00,45228.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#VALOR!,0.00,0.00,3.00
22/07/2017,0.00,0.00,0.00,0.00,0.00,44842.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.14,0.00,0.00,3.00
23/07/2017,0.00,0.00,0.00,0.00,0.00,41995.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.63,0.00,0.00,3.00
24/07/2017,0.00,0.00,0.00,0.00,0.00,0.00,9.85,26.71,0.00,2563.60,136.00,847.71,843.44,1506.81,119.68,20.61,0.23,0.00,3.00
25/07/2017,53.21,7.21,1.01,0.96,2.54,42946.80,9.60,28.16,458.33,21187.40,615.00,816.88,897.07,1644.82,541.20,19.10,1.00,161.64,3.00
26/07/2017,52.56,7.36,1.09,0.89,2.56,44721.21,10.18,29.09,458.33,25409.80,632.00,848.20,892.82,1680.98,556.16,16.44,1.00,36.16,3.00
27/07/2017,52.57,7.56,1.01,0.98,2.20,44629.96,10.13,29.07,0.00,25183.60,623.00,834.01,896.44,1684.42,548.24,18.35,1.00,3.44,3.00
28/07/2017,52.28,7.48,1.02,0.99,2.22,45902.15,10.17,29.98,0.00,25334.40,635.00,869.25,892.46,1706.03,563.80,20.45,1.00,21.60,3.00
29/07/2017,53.03,7.25,1.16,0.99,3.32,46220.29,10.15,30.07,2166.67,25409.80,639.00,904.08,898.71,1702.51,567.32,22.38,1.00,-3.52,3.00
30/07/2017,53.48,7.90,1.39,0.70,2.50,46177.98,10.15,30.07,4041.67,25409.80,639.00,877.70,895.68,1647.49,567.32,22.14,1.00,-55.01,3.00
31/07/2017,52.33,7.50,0.99,0.90,2.50,46410.12,10.04,30.06,4041.67,23147.80,627.00,881.93,898.10,1654.55,559.74,22.06,1.00,7.06,3.00
01/08/2017,53.06,7.78,0.99,0.91,2.76,46355.09,10.18,30.07,4125.00,25485.20,626.00,884.48,896.46,1659.25,558.86,21.48,1.00,4.70,3.00
02/08/2017,51.37,7.73,0.96,0.86,2.76,46266.49,10.22,30.06,4458.33,25409.80,625.00,877.40,898.23,1648.42,557.98,21.65,1.00,-10.83,3.00
03/08/2017,52.21,7.55,1.04,7.55,2.66,46237.42,9.95,30.07,3958.33,25636.00,627.00,885.10,897.19,1669.11,559.74,22.09,1.00,20.69,3.00
04/08/2017,53.32,7.59,0.96,0.78,2.48,46363.60,10.23,30.07,4000.00,25334.40,625.00,880.79,897.25,1676.71,557.98,22.06,1.00,7.61,3.00
05/08/2017,53.22,7.51,1.01,0.81,1.52,46413.09,10.18,30.05,4166.67,25560.60,625.00,881.97,895.65,1669.73,557.98,21.05,1.00,-6.98,3.00
06/08/2017,53.20,7.68,1.05,0.66,1.48,46175.12,10.23,30.07,3708.33,25485.20,627.00,896.23,896.16,1682.56,558.25,22.71,1.00,12.83,3.00
07/08/2017,53.38,7.57,0.93,0.78,2.38,46338.30,10.22,30.05,3666.67,25560.60,621.00,897.84,897.29,1694.84,558.70,22.67,1.00,12.28,3.00
08/08/2017,53.30,7.50,0.90,0.76,2.44,45959.81,10.23,29.80,3168.87,25259.00,615.00,905.95,897.18,1716.35,553.42,21.23,1.00,21.51,3.00
09/08/2017,53.56,7.35,1.00,0.86,2.36,46449.13,10.11,30.27,3333.33,25786.80,626.00,898.78,897.96,1742.37,563.10,20.77,1.00,26.02,3.00
10/08/2017,53.76,6.95,1.10,0.88,1.44,46157.26,10.16,30.27,3291.67,25636.00,626.00,887.60,899.00,1723.67,563.10,16.46,1.00,-18.70,3.00
11/08/2017,54.80,6.94,1.11,0.93,2.50,46265.80,10.18,30.29,3043.78,25711.40,626.00,895.09,896.95,1746.12,563.10,19.21,1.00,22.44,3.00
12/08/2017,54.45,6.94,1.13,0.87,2.52,46435.51,9.99,30.27,2500.00,25636.00,627.00,895.97,897.27,1754.46,563.98,19.99,1.00,8.35,3.00
13/08/2017,54.28,6.89,1.12,0.91,2.50,46274.37,10.11,30.27,3250.00,25259.00,629.00,885.74,897.85,1712.67,563.34,21.38,1.00,-41.80,3.00
14/08/2017,54.28,7.11,0.04,0.94,2.18,46394.51,10.19,30.26,3291.67,25409.80,625.00,886.23,898.02,1704.49,563.13,23.24,1.00,-8.17,3.00
15/08/2017,54.75,7.13,0.98,0.93,2.42,46205.86,10.14,30.27,3458.33,25259.00,625.00,880.63,897.04,1703.03,563.13,20.80,1.00,-1.46,3.00
16/08/2017,54.18,7.13,0.96,0.90,2.04,46414.06,10.20,30.27,3875.00,25937.60,625.00,868.64,896.55,1703.08,563.13,22.02,1.00,0.05,3.00
17/08/2017,54.38,7.04,1.00,0.94,2.56,46254.16,10.21,30.27,3791.67,25786.80,625.00,871.52,897.77,1691.46,563.13,20.49,1.00,-11.62,3.00
18/08/2017,54.41,7.02,0.97,0.85,2.36,46434.05,10.20,30.26,3916.67,25636.00,625.00,888.91,896.55,1707.51,563.13,20.14,1.00,16.06,3.00
19/08/2017,54.64,7.01,1.03,0.82,2.00,46446.18,10.04,30.29,4002.78,25409.80,626.00,887.65,897.02,1707.85,564.00,20.90,1.00,0.34,3.00
20/08/2017,54.69,7.07,1.06,0.88,1.80,46402.14,10.23,30.27,4416.67,25485.20,633.00,855.55,898.41,1682.42,562.04,20.66,1.00,-25.43,3.00
21/08/2017,54.15,7.25,1.09,0.86,1.96,46274.07,10.17,30.27,3833.33,25711.40,633.00,857.70,897.91,1685.04,562.04,20.66,1.00,2.62,3.00
22/08/2017,54.21,7.20,1.03,0.79,1.94,46330.17,10.13,30.27,3916.67,25485.20,625.00,841.69,898.53,1679.94,563.37,20.81,1.00,-5.09,3.00
23/08/2017,54.10,7.42,1.02,0.81,2.04,45525.10,10.22,29.97,3791.67,25636.00,618.00,827.18,899.13,1678.93,557.21,21.11,1.00,-1.02,3.00
24/08/2017,53.28,7.41,1.12,0.76,2.62,45386.22,9.99,29.87,3666.67,25485.20,617.00,818.77,899.84,1683.78,556.33,21.15,1.00,4.85,3.00
25/08/2017,53.28,7.45,1.05,0.98,2.24,46387.79,10.03,29.74,3208.33,13496.60,614.00,815.98,900.24,1683.94,553.69,22.64,1.00,0.16,3.00
26/08/2017,53.37,7.58,1.09,0.58,2.46,47370.40,10.08,29.62,2833.33,10631.40,611.00,800.01,900.90,1703.66,551.05,22.14,1.00,19.72,3.00
27/08/2017,54.01,7.56,1.09,0.98,2.24,47564.83,10.12,30.30,3212.80,25786.80,627.00,788.74,899.06,1738.05,562.74,21.76,1.00,34.39,3.00
28/08/2017,54.90,7.54,1.11,0.94,2.32,47737.56,10.03,30.31,2962.45,25937.60,634.00,791.91,898.53,1741.75,562.92,18.61,1.00,3.69,3.00
29/08/2017,53.06,7.74,1.16,0.91,2.10,47690.25,10.08,30.27,2875.00,21639.80,624.00,778.81,899.69,1732.68,563.50,17.90,1.00,-9.06,3.00
30/08/2017,53.54,7.84,1.20,0.89,2.28,47817.99,10.12,30.40,2833.33,25409.80,627.00,851.30,897.69,1746.96,566.13,15.38,1.00,14.28,3.00
31/08/2017,52.30,7.92,1.22,0.91,1.96,47461.71,10.03,30.48,2750.00,26013.00,637.00,909.26,897.77,1745.97,579.93,16.35,1.00,-0.99,3.00
01/09/2017,53.45,7.89,1.18,0.92,2.12,47732.63,10.11,30.44,3541.67,25786.80,639.00,890.87,897.84,1741.99,567.32,19.04,1.00,-3.98,3.00
02/09/2017,53.70,8.14,1.26,1.14,2.24,47742.34,9.97,30.47,3750.00,25032.80,631.00,882.94,898.20,1743.83,569.65,18.68,1.00,1.83,3.00
03/09/2017,53.05,7.96,1.30,1.30,2.12,45377.29,9.94,27.78,2750.00,26163.80,574.00,863.50,896.61,1745.47,519.49,18.00,1.00,1.64,3.00
04/09/2017,52.66,7.78,1.29,1.33,2.22,43634.03,9.88,25.46,1835.88,25560.60,530.00,852.03,895.76,1750.35,474.08,17.90,1.00,4.88,3.00
05/09/2017,52.68,7.97,1.32,1.26,2.18,43095.47,9.73,25.07,1041.67,25711.40,516.00,842.06,895.67,1795.29,468.87,17.04,1.00,44.94,3.00
06/09/2017,52.61,8.05,1.28,1.32,2.16,43131.98,9.89,25.06,2293.26,25636.00,514.00,835.37,895.94,1776.18,467.11,15.94,1.00,-19.12,3.00
07/09/2017,51.71,7.86,1.22,1.38,3.92,43358.36,9.92,25.07,0.00,21112.00,515.00,838.57,896.24,1743.85,467.99,16.59,1.00,-32.33,3.00
08/09/2017,52.17,7.86,1.25,1.66,2.38,43289.57,9.87,25.07,0.00,18623.80,515.00,841.24,895.38,1738.67,467.99,18.57,1.00,-5.17,3.00
09/09/2017,52.10,7.91,1.25,1.53,2.52,43256.73,9.94,25.07,500.00,18473.00,515.00,837.49,896.53,1732.95,467.99,17.83,1.00,-5.72,3.00
10/09/2017,51.89,7.89,1.29,1.52,2.54,43363.94,9.78,25.07,625.00,18699.20,518.00,830.88,897.65,1731.58,468.26,15.82,1.00,-1.37,3.00
11/09/2017,51.27,7.86,1.22,1.45,2.40,43382.58,9.92,24.15,708.33,21112.00,505.00,813.96,894.82,1728.37,449.40,17.74,1.00,-3.21,3.00
12/09/2017,52.58,8.08,1.19,1.32,2.14,43223.64,10.13,24.08,708.33,22243.00,507.00,803.51,895.26,1718.75,446.16,19.58,1.00,-9.62,3.00
13/09/2017,51.80,7.63,1.42,1.49,2.46,43290.94,10.00,24.07,541.67,23072.40,512.00,802.60,894.31,1709.52,450.56,21.62,1.00,-9.23,3.00
14/09/2017,52.00,7.66,1.44,1.71,2.72,43247.80,9.98,24.07,1083.33,23223.20,512.00,799.96,885.11,1699.59,450.56,23.01,1.00,-9.93,3.00
15/09/2017,51.12,7.52,1.43,1.78,2.94,43422.52,9.98,25.89,2250.00,23298.60,551.00,802.32,890.09,1712.48,484.88,23.50,1.00,12.89,3.00
16/09/2017,51.67,7.62,1.49,1.81,2.68,44072.30,10.04,26.87,2916.67,22921.60,572.00,808.79,887.72,1695.08,503.36,21.51,1.00,-17.40,3.00
17/09/2017,51.65,7.82,1.24,1.41,2.52,44280.80,10.14,27.07,2625.00,23298.60,575.00,807.44,888.12,1694.12,506.00,19.66,1.00,-0.96,3.00
18/09/2017,52.10,7.54,1.41,1.72,2.48,46118.52,9.88,28.90,3583.33,25409.80,604.00,825.35,888.28,1689.34,544.04,19.73,1.00,-4.78,3.00
19/09/2017,51.65,7.72,1.32,1.48,2.74,47122.82,10.19,29.62,3541.67,26314.60,617.00,838.29,889.46,1686.24,555.48,21.00,1.00,-3.10,3.00
20/09/2017,52.60,8.09,1.25,1.20,2.24,47071.31,10.10,30.12,3387.44,24957.40,618.00,840.87,892.85,1723.51,556.36,21.77,0.98,37.27,3.00
21/09/2017,51.18,7.39,1.29,1.30,2.52,46944.18,10.04,30.07,3345.10,25786.80,622.00,856.58,894.99,1734.26,559.88,20.11,0.98,10.75,3.00
22/09/2017,52.61,7.80,1.25,1.29,2.14,47772.64,10.05,30.07,3416.67,25786.80,635.00,862.84,893.40,1741.80,571.32,19.49,1.00,7.54,3.00
23/09/2017,52.10,7.82,1.24,1.32,2.36,47846.67,10.03,30.23,3166.67,25560.60,639.00,869.89,894.90,1746.11,574.63,18.97,1.00,4.31,3.00
24/09/2017,52.35,7.72,1.25,1.40,1.82,47719.90,10.02,30.27,2583.33,25032.80,637.00,872.31,894.71,1777.10,575.88,18.47,1.00,30.98,3.00
25/09/2017,53.50,7.21,1.18,1.27,2.10,47461.75,9.93,30.12,2550.52,26465.40,629.00,888.95,894.28,1780.73,571.42,19.32,1.00,3.63,3.00
26/09/2017,54.38,7.03,1.19,1.35,1.98,47738.12,10.08,30.27,3125.00,25711.40,634.00,879.26,894.26,1771.89,575.82,18.68,1.00,-8.84,3.00
27/09/2017,53.89,7.06,1.20,1.32,2.22,47793.51,10.06,30.27,2625.00,25560.60,634.00,887.00,895.54,1788.71,580.82,19.65,1.00,16.83,3.00
28/09/2017,54.22,7.11,1.10,1.45,2.14,47714.58,10.21,30.27,2750.00,25711.40,630.00,875.19,895.61,1794.85,580.48,18.24,1.00,6.14,3.00
29/09/2017,53.70,7.53,1.09,1.26,2.04,47737.84,10.04,30.27,2916.67,25786.80,629.00,878.50,894.89,1794.04,581.60,17.82,1.00,-0.82,3.00
30/09/2017,53.49,8.01,1.15,1.21,2.02,47673.67,10.13,29.65,2807.26,25560.60,637.00,872.65,895.27,1791.75,570.56,17.75,0.99,-2.29,3.00
01/10/2017,53.74,7.99,1.13,1.22,2.06,47409.76,10.12,29.45,2541.67,25862.20,621.00,874.80,895.53,1786.54,564.56,17.26,1.00,-5.20,3.00
02/10/2017,51.73,9.02,0.95,0.97,2.08,47604.86,10.20,29.49,2251.56,25485.20,623.00,883.56,895.20,1811.11,566.32,18.13,1.00,24.57,3.00
03/10/2017,51.97,8.95,0.99,1.05,2.14,45150.38,10.09,27.91,1291.67,25485.20,589.00,862.41,894.47,1823.06,538.42,17.30,1.00,11.95,3.00
04/10/2017,52.16,9.23,0.97,0.92,2.12,44583.38,10.03,27.67,1333.33,26465.40,581.00,845.60,893.90,1821.94,534.38,16.64,1.00,-1.11,3.00
05/10/2017,52.65,9.17,0.98,0.96,2.20,44484.61,10.08,27.65,1250.00,24655.80,584.00,849.79,892.97,1806.77,533.02,17.59,1.00,-15.17,3.00
06/10/2017,52.32,9.12,0.97,1.03,1.96,43621.47,10.03,25.81,416.67,25560.60,541.00,846.05,884.08,1789.70,499.18,19.20,1.00,-17.06,3.00
07/10/2017,52.42,9.31,0.95,1.04,1.82,43004.06,9.97,24.51,125.00,25636.00,513.00,834.92,888.03,1738.63,474.06,20.90,1.00,-51.08,3.00
08/10/2017,51.72,9.42,0.97,0.95,1.96,43103.47,10.30,25.07,958.33,25183.60,529.00,834.52,891.67,1696.91,483.14,20.77,1.00,-41.72,3.00
09/10/2017,50.91,9.30,1.03,1.08,2.12,43105.01,10.15,25.07,458.33,26088.40,507.00,848.88,888.12,1749.00,486.23,21.05,1.00,52.09,3.00
10/10/2017,51.46,9.46,1.02,1.06,2.02,43045.97,10.13,25.11,587.00,22318.40,535.00,864.44,887.83,1692.62,480.45,18.22,0.99,-56.38,3.00
11/10/2017,51.57,9.31,1.12,1.15,2.28,43253.95,10.14,25.08,1000.00,18322.20,535.00,846.21,891.10,1688.79,482.73,15.74,1.00,-3.83,3.00
12/10/2017,51.14,8.54,1.07,1.15,2.22,43214.17,10.08,25.07,1250.00,16588.00,537.00,841.36,891.97,1705.76,483.22,15.95,1.00,16.97,3.00
13/10/2017,52.02,8.59,1.07,1.19,2.14,43156.79,10.03,25.07,1375.00,17040.40,548.00,830.90,891.32,1723.09,482.24,16.14,1.00,17.33,3.00
14/10/2017,51.20,8.50,1.07,1.19,2.10,43277.32,10.11,25.07,1041.67,17266.60,547.00,830.29,893.87,1726.69,481.36,17.47,1.00,3.59,3.00
15/10/2017,51.32,8.59,1.09,1.15,2.16,43268.70,10.01,25.08,750.00,17040.40,548.00,810.24,893.22,1732.27,482.24,17.72,1.00,5.58,3.00
16/10/2017,50.43,8.53,1.06,1.20,2.10,43318.03,10.28,25.07,1291.67,17342.00,526.00,823.75,893.77,1729.29,483.56,16.49,1.00,-2.98,3.00
17/10/2017,51.18,8.91,1.07,1.16,2.32,43217.15,10.10,25.11,1003.48,17040.40,530.00,842.96,890.80,1733.43,482.58,16.24,1.00,4.14,3.00
18/10/2017,50.61,8.99,1.16,1.32,2.62,43198.35,10.15,25.07,958.33,17191.20,531.00,839.19,889.42,1730.41,483.46,17.85,1.00,-3.02,3.00
19/10/2017,51.55,9.02,1.08,1.27,2.46,43306.81,10.21,25.07,1208.33,17191.20,531.00,842.04,893.54,1729.91,483.46,18.16,1.00,-0.50,3.00
20/10/2017,51.59,8.95,1.05,1.17,2.44,43200.06,10.19,25.08,1500.00,17115.80,531.00,834.67,891.71,1742.12,483.68,19.91,1.00,12.21,3.00
21/10/2017,51.19,8.95,1.06,1.15,2.00,43024.72,10.29,25.13,2004.18,17191.20,530.00,833.63,891.28,1746.57,482.80,21.95,1.00,4.45,3.00
22/10/2017,51.38,8.97,1.04,1.13,1.68,43262.63,10.11,25.05,1833.33,17115.80,533.00,835.99,889.77,1759.78,483.44,18.94,1.00,13.21,3.00
23/10/2017,51.62,9.25,1.02,1.03,2.58,43324.16,10.13,25.07,1416.67,17191.20,531.00,855.50,889.74,1767.52,483.68,17.52,1.00,7.74,3.00
24/10/2017,51.32,9.27,1.02,0.95,2.24,42533.36,9.99,25.14,1363.64,17040.40,521.00,848.37,889.65,1812.89,474.88,14.74,0.98,45.37,3.00
25/10/2017,51.60,9.48,1.00,0.91,2.22,43113.74,9.87,25.07,1125.00,17266.60,533.00,862.67,893.83,1855.94,485.44,11.43,1.00,43.05,3.00
26/10/2017,52.17,9.34,1.02,0.86,2.24,45297.50,10.29,27.43,2019.64,23374.00,575.00,878.00,889.56,1928.46,522.31,17.64,0.99,72.52,3.00
27/10/2017,51.73,9.17,0.99,0.92,2.30,46917.81,10.18,28.81,2625.00,25636.00,608.00,894.22,890.38,1977.49,554.35,18.94,1.00,49.03,3.00
28/10/2017,53.18,9.25,1.06,0.91,2.44,46991.05,10.18,27.99,2560.00,25786.80,617.00,894.12,889.80,1965.22,559.27,15.31,1.04,-12.27,3.00
29/10/2017,53.25,9.26,1.05,0.93,2.50,46642.41,10.34,30.29,2291.67,27219.40,642.00,909.83,891.42,1958.79,581.27,18.52,1.00,-6.42,3.00
30/10/2017,51.72,9.92,0.95,0.87,2.16,46681.43,10.18,29.07,1500.00,25711.40,614.00,930.78,891.17,1974.78,559.63,20.45,1.00,15.98,3.00
31/10/2017,51.16,9.57,0.92,0.87,2.28,46748.63,10.14,29.07,2125.00,25862.20,637.00,923.13,886.48,1959.25,576.87,20.43,1.00,-15.53,3.00
01/11/2017,50.98,9.81,0.95,0.83,2.12,46782.75,10.22,30.01,1683.03,25786.80,631.00,942.48,884.26,1958.45,571.59,21.93,0.99,-0.80,3.00
02/11/2017,52.15,10.07,0.97,0.75,2.28,47269.83,10.08,30.07,2041.67,25937.60,655.00,942.32,886.66,1988.25,576.40,21.73,1.00,29.80,3.00
03/11/2017,51.05,10.20,0.94,0.70,2.30,47085.30,10.22,30.07,1458.33,26013.00,643.00,933.15,887.62,2002.48,577.48,19.45,1.00,14.23,3.00
04/11/2017,52.28,9.96,0.95,0.61,2.36,47041.68,10.15,30.07,958.33,25862.20,640.00,933.63,889.06,2013.02,577.84,19.57,1.00,10.55,3.00
05/11/2017,49.41,10.02,0.90,0.59,2.42,46940.97,10.23,30.07,875.00,25862.20,636.00,939.82,884.53,1998.72,577.97,19.82,1.00,-14.31,3.00
06/11/2017,50.46,10.24,0.96,0.64,2.84,47096.51,10.19,30.07,666.67,25862.20,636.00,941.22,882.27,1991.27,577.97,19.46,1.00,-7.45,3.00
07/11/2017,51.86,10.25,0.95,0.75,2.64,47124.76,10.19,30.06,583.33,25862.20,639.00,925.47,884.55,1991.09,577.61,19.31,1.00,-0.17,3.00
08/11/2017,50.85,9.95,0.93,0.85,2.64,46964.32,10.19,29.65,375.00,26088.40,628.00,928.94,889.44,1989.69,567.93,18.23,1.00,-1.40,3.00
09/11/2017,51.95,9.68,1.00,0.89,2.60,47115.94,10.19,30.49,958.33,25862.20,646.00,952.10,896.24,1993.95,584.20,15.86,1.00,4.26,3.00
10/11/2017,51.37,9.29,1.00,0.92,2.80,47039.81,10.16,30.13,791.67,25862.20,641.00,936.95,900.08,1998.96,577.23,15.95,1.00,5.01,3.00
11/11/2017,51.21,9.46,0.99,0.81,2.70,47157.54,10.20,30.11,666.67,25786.80,636.00,943.21,893.91,2002.94,576.72,17.08,1.00,3.98,3.00
12/11/2017,51.43,9.51,1.02,0.79,2.70,46583.94,10.06,30.23,891.09,26917.80,628.00,945.52,884.49,1953.72,569.68,16.59,0.98,-49.22,3.00
13/11/2017,51.80,9.55,0.99,0.81,2.74,47070.29,10.28,29.84,958.33,25032.80,630.00,936.04,893.08,2025.52,571.44,15.62,1.00,71.79,3.00
